id,dataset,k=2,k=3,k=4,
159,sat_manol_c10_p,0.109137,0.207066,0.279033,
160,sat_manol_c8_d,0.0459253,0.0992103,0.116957,
161,sat_manol_c8,0.0549219,0.156012,0.181572,
162,sat_manol_c8_p,0.0902692,0.117249,0.179449,
163,sat_manol_g10_i_d,0.0794918,0.128187,0.147906,
164,sat_manol_g10_i,0.0773662,0.157078,0.20134,
165,sat_manol_g10_i_p,0.0790897,0.128643,0.197468,
166,sat_MD5-28-1_d,0.00965024,0.0165538,0.0222909,
167,sat_MD5-28-1,0.0165497,0.0295381,0.0354091,
168,sat_MD5-28-1_p,0.0141779,0.0221772,0.0284097,
169,sat_MD5-28-2_d,0.011212,0.0326153,0.0342061,
170,sat_MD5-28-2,0.0164928,0.0289843,0.0385831,
171,sat_MD5-28-2_p,0.0151337,0.0208535,0.0350675,
172,sat_MD5-28-4_d,0.0118485,0.0203261,0.02513,
173,sat_MD5-28-4,0.0175116,0.0275724,0.0352934,
174,sat_MD5-28-4_p,0.0144471,0.0208808,0.0306093,
175,sat_MD5-29-4_d,0.0112508,0.019984,0.0351808,
176,sat_MD5-29-4,0.0140173,0.0250082,0.0361976,
177,sat_MD5-29-4_p,0.0175051,0.0282608,0.0342683,
178,sat_MD5-30-4_d,0.0120518,0.0209065,0.0411027,
179,sat_MD5-30-4,0.0179441,0.0235438,0.0359331,
180,sat_MD5-30-4_p,0.0140203,0.0253442,0.0354069,
181,sat_MD5-30-5_d,0.0134673,0.0192075,0.0283468,
182,sat_MD5-30-5,0.0137676,0.0305657,0.041926,
183,sat_MD5-30-5_p,0.0174939,0.0242736,0.0359788,
184,sat_min_d,0.0517643,0.0759107,0.117159,
185,sat_min,0.0542059,0.0926861,0.151417,
186,sat_min_p,0.0484691,0.0986133,0.125088,
187,sat_p30_d,0.06369,0.143404,0.145966,
188,sat_p30,0.0922202,0.204362,0.279666,
189,sat_p30_p,0.144152,0.224864,0.322757,
190,sat_p30_NOT_d,0.0265134,0.0455217,0.0733234,
191,sat_p30_NOT,0.0456157,0.079329,0.115297,
192,sat_p30_NOT_p,0.0478407,0.0924402,0.130447,
193,sat_non_p30_d,0.0632791,0.142422,0.140453,
194,sat_non_p30,0.0914188,0.202371,0.278481,
195,sat_non_p30_p,0.143525,0.222442,0.325599,
196,sat_post_d,0.0683103,0.129528,0.166518,
197,sat_post,0.0878164,0.157003,0.241926,
198,sat_post_p,0.0846476,0.165267,0.224655,
199,sat_post-ee_d,0.0629419,0.124637,0.164651,
200,sat_post-ee,0.0825218,0.147923,0.224618,
201,sat_post-ee_p,0.0685917,0.143122,0.18933,
202,sat_L100_d,2.69919,4.26062,4.35508,
203,sat_L100,0.118676,0.253008,0.375987,
204,sat_L100_p,0.141962,0.225002,0.331627,
205,sat_L150_d,5.70412,9.22513,9.17226,
206,sat_L150,0.191777,0.424462,1.11399,
207,sat_L150_p,0.329249,0.350464,0.626868,
208,sat_L200_d,9.94235,10.0048,15.0131,
209,sat_L200,0.296172,0.714393,1.84865,
210,sat_L200_p,0.472262,0.57283,0.89216,
211,sat_L80_d,1.82071,2.10705,2.75953,
212,sat_L80,0.0924555,0.169155,0.266428,
213,sat_L80_p,0.101646,0.192868,0.282857,
214,sat_k100_1d,0.0,0.0,0.0,
215,sat_k100_1,0.325869,0.628336,0.822958,
216,sat_k100_1p,0.338533,0.585719,1.11864,
217,sat_k100_2d,0.0,0.0,0.0,
218,sat_k100_2,0.332032,0.599389,0.835625,
219,sat_k100_2p,0.300908,0.606044,0.768499,
220,sat_k70_d,0.136241,0.240036,0.435798,
221,sat_k70,0.237142,0.459427,0.600341,
222,sat_k70_p,0.213619,0.404961,0.865808,
223,sat_k75_d,0.145152,0.25557,0.338342,
224,sat_k75,0.246421,0.494244,0.629532,
225,sat_k75_p,0.226292,0.422481,0.57964,
226,sat_k80_d,0.152821,0.269867,0.367478,
227,sat_k80,0.271947,0.500671,0.672725,
228,sat_k80_p,0.237963,0.468188,0.628686,
229,sat_k85_2d,0.163233,0.29732,0.383278,
230,sat_k85_2,0.280783,0.515991,0.71174,
231,sat_k85_2p,0.246131,0.494367,0.652795,
232,sat_k85_3d,0.163932,0.293562,0.384489,
233,sat_k85_3,0.278774,0.516334,0.713885,
234,sat_k85_3p,0.247027,0.494196,0.651134,
235,sat_k90_d,0.174232,0.316446,0.406134,
236,sat_k90,0.294372,0.564878,0.756113,
237,sat_k90_p,0.264978,0.529904,0.703435,
238,sat_k95_d,0.180144,0.333058,1.00232,
239,sat_k95,0.308722,0.573278,0.889792,
240,sat_k95_p,0.282223,0.561352,0.743327,
241,sat_slp_d,0.0553012,0.0830028,0.0912821,
242,sat_slp,0.082339,0.131344,0.139753,
243,sat_slp_p,0.0976322,0.105876,0.182507,
244,sat_030_d,0.122581,0.18911,0.265646,
245,sat_030,0.1578,0.364965,0.384321,
246,sat_030_p,0.222025,0.344694,0.514796,
247,sat_050_d,0.151919,0.252582,0.480161,
248,sat_050,0.221686,0.495594,0.604728,
249,sat_050_p,0.218808,0.467524,0.591331,
250,sat_UCG-10p0_d,0.0336041,0.0814388,0.102919,
251,sat_UCG-10p0,0.065578,0.119633,0.164625,
252,sat_UCG-10p0_p,0.0683626,0.126631,0.164241,
253,sat_UCG-10p1_d,0.0368073,0.0720025,0.114408,
254,sat_UCG-10p1,0.0622873,0.109654,0.161513,
255,sat_UCG-10p1_p,0.0635531,0.126595,0.159358,
256,sat_UCG-5p0_d,0.0399934,0.0657307,0.12049,
257,sat_UCG-5p0,0.0812714,0.149772,0.184205,
258,sat_UCG-5p0_p,0.0780004,0.143906,0.186877,
259,sat_UR-15_d,0.0385222,0.0636689,0.0803001,
260,sat_UR-15,0.0723006,0.151944,0.17525,
261,sat_UR-15_p,0.0783404,0.137158,0.185327,
262,sat_UR-20_d,0.0400591,0.0726599,0.114058,
263,sat_UR-20,0.082888,0.144287,0.207871,
264,sat_UR-20_p,0.0877923,0.167415,0.201889,
265,sat_UTI_d,0.057938,0.092704,0.135563,
266,sat_UTI,0.0780483,0.148464,0.208347,
267,sat_UTI_p,0.0833438,0.14644,0.207857,
268,sat_2.0_d,1.77366,1.83463,2.17467,
269,sat_2.0,0.271386,0.613619,0.71328,
270,sat_2.0_p,0.201591,0.343317,0.485633,
271,sat_4.0-9_d,1.26819,1.27092,2.79546,
272,sat_4.0-9,0.232526,0.414467,0.43094,
273,sat_4.0-9_p,0.184954,0.353259,0.452419,
274,192bit,0.0174417,0.0172345,0.0377474,
275,2cubes,0.021839,0.0432133,0.0515315,
276,2D,0.0209201,0.0333892,0.0576834,
277,3D,0.0669248,0.118311,0.13481,
278,ABACUS,0.0100731,0.0152966,0.0229437,
279,af23560,0.00709091,0.0129429,0.0176193,
280,af_shell,0.0935446,0.158238,0.208002,
281,airfoil,0.00630957,0.0113786,0.016459,
282,Andrews,0.018129,0.0308867,0.047789,
283,appu,0.0246482,0.0468009,0.0598632,
284,as-22,0.0290186,0.0315401,0.0648655,
285,astro,0.0214859,0.021608,0.0365002,
286,atmos,0.207119,0.304108,0.393293,
287,av41092,0.0329967,0.0553079,0.057166,
288,barrier,0.0754999,0.0960919,0.118132,
289,Baumann,0.0173631,0.0294742,0.0562806,
290,bayer04,0.00750761,0.012199,0.016444,
291,bbmat,0.0143282,0.0267064,0.0364581,
292,bcsstk,0.00657651,0.0136724,0.0186175,
293,Ben,0.0665747,0.106014,0.150498,
294,bibd,0.00376003,0.0180398,0.0205683,
295,bips,0.00770586,0.0116886,0.0164648,
296,bloweya,0.193063,0.227598,0.213535,
297,bundle,0.0190628,0.0260653,0.0370939,
298,c-55,0.0358566,0.0459421,0.0641158,
299,c-61,0.0294556,0.0381499,0.0514985,
300,c-64,0.14781,0.186831,0.226566,
301,CondMat,0.0189181,0.0280921,0.0361855,
302,cage10,0.00865229,0.0128939,0.0186797,
303,ccc,0.0067272,0.0221845,0.0294528,
304,cfd,0.0199456,0.038127,0.0515619,
305,Chem97Zt,0.00986602,0.0181188,0.0212159,
306,circuit,0.0553385,0.0681393,0.0903237,
307,ckt,0.0450886,0.0790433,0.113266,
308,cnr,0.0442094,0.0748736,0.112068,
309,conf5_4,0.0146017,0.0266962,0.0332784,
310,copter,0.0063457,0.0118134,0.0212416,
311,coupled,0.025693,0.0361992,0.0394484,
312,crash,0.0237859,0.0577948,0.0582037,
313,cryg,0.00601702,0.0138113,0.0172221,
314,crystk,0.00656045,0.0132674,0.016888,
315,d_pretok,0.0225376,0.0408802,0.067767,
316,dac11,0.110414,0.192565,0.29091,
317,dac14,0.205104,0.30483,0.358119,
318,dac16,0.090655,0.144447,0.186453,
319,dac2,0.118716,0.202518,0.276344,
320,dac3,0.113542,0.221119,0.290656,
321,dac6,0.165097,0.29278,0.356934,
322,dac7,0.164808,0.346373,0.448133,
323,delta,0.0161822,0.0256887,0.0396935,
324,denormal,0.0150461,0.0264767,0.0386649,
325,dict,0.00960048,0.044928,0.0842209,
326,diel,0.139892,0.244687,0.317907,
327,cova2,0.0101912,0.0184052,0.0314317,
328,ecl32,0.0216004,0.0209636,0.0381951,
329,Emilia,0.250535,0.399454,0.517914,
330,epb1,0.00574051,0.00891278,0.0188963,
331,ESOC,0.0521557,0.158615,0.0977118,
332,Eternity,0.0204161,0.0919258,0.244209,
333,ex19,0.00280602,0.00942547,0.0106649,
334,F2,0.0379517,0.0556855,0.0723505,
335,fd18,0.0180226,0.0251433,0.0264943,
336,fem,0.0189741,0.033524,0.0487718,
337,finan,0.0119116,0.0220001,0.0285659,
338,flower,0.0133172,0.0355978,0.0429246,
339,foldoc,0.0196204,0.027706,0.0386244,
340,Franz,0.0169677,0.037569,0.0355183,
341,G2,0.0337172,0.0587345,0.0774747,
342,g7jac,0.00671482,0.0132318,0.0205868,
343,garon,0.00454243,0.0102079,0.0262495,
344,gearbox,0.0485995,0.0828976,0.103644,
345,gemat,0.0551492,0.056208,0.0589316,
346,graphics,0.00801827,0.0143933,0.0326976,
347,gyro,0.00773581,0.0166496,0.0295381,
348,H2O,0.0273306,0.0439271,0.0587442,
349,HEP,0.0433794,0.0431112,0.0594703,
350,HTC,0.136344,0.197137,0.311132,
351,hvdc1,0.00629712,0.012113,0.0221463,
352,IG5,0.0113556,0.0533316,0.0845303,
353,Ill,0.00948544,0.0143885,0.022282,
354,interp,0.0176702,0.0358697,0.0590334,
355,IMDB,0.215771,0.264761,0.321651,
356,ibm01,0.00686221,0.0131456,0.0216648,
357,ibm02,0.0112225,0.0197349,0.0405448,
358,ibm03,0.00835859,0.0192272,0.0267837,
359,ibm04,0.0114476,0.0168263,0.0249053,
360,ibm05,0.0112837,0.0351416,0.0273171,
361,ibm06,0.0105888,0.03144,0.0273497,
362,ibm07,0.011414,0.0204942,0.0349165,
363,ibm08,0.0150716,0.0290431,0.0373162,
364,ibm09,0.0116021,0.0317182,0.0312443,
365,ibm10,0.0146825,0.0272804,0.045974,
366,ibm11,0.0155886,0.0251746,0.0413571,
367,ibm12,0.0180327,0.0311616,0.0462263,
368,ibm13,0.0155503,0.0316271,0.040884,
369,ibm14,0.0247541,0.0503697,0.058282,
370,ibm15,0.0295687,0.0515109,0.062013,
371,ibm16,0.0279571,0.048079,0.0588035,
372,kim1,0.01039,0.0222421,0.0255896,
373,kkt,0.243327,0.417717,0.534485,
374,duct3D,0.0251477,0.044029,0.0651503,
375,lhr14,0.0039841,0.00823632,0.0134843,
376,li,0.0130206,0.0215267,0.0288268,
377,tissue,0.00610637,0.0159031,0.0296259,
378,Lin,0.0430968,0.0775717,0.093078,
379,lp_nug,0.0151522,0.0208014,0.026155,
380,lp_pds,0.0162005,0.0328962,0.0340486,
381,lung,0.0070799,0.012898,0.0216301,
382,m14b,0.0427292,0.06844,0.085383,
383,mac,0.0246054,0.0449603,0.0682781,
384,Maragal,0.0841705,0.085888,0.0983239,
385,mc2depi,0.0421624,0.081881,0.108379,
386,mixtank,0.0134529,0.0233987,0.0523955,
387,mono,0.0457569,0.0803364,0.0961272,
388,mri1,0.013361,0.0265816,0.031952,
389,msc,0.0107588,0.0259987,0.0313563,
390,msdoor,0.099247,0.165052,0.216786,
391,mult_dcop,0.478995,0.492774,0.523235,
392,nasasrb,0.0251402,0.0429143,0.0640617,
393,nd12k,0.105501,0.142944,0.160261,
394,net100,0.0220544,0.0364515,0.0539895,
395,nopoly,0.00574323,0.00739405,0.0121238,
396,actors,0.0475116,0.0774177,0.0975813,
397,www,0.0095464,0.0241913,0.275361,
398,obstclae,0.00775408,0.0202609,0.026074,
399,olafu,0.00803674,0.0159033,0.0214901,
400,opt1,0.0131445,0.0211271,0.0318197,
401,Oregon,0.0274581,0.0332231,0.0603435,
402,p2p,0.0199442,0.0190185,0.0472568,
403,para,0.0697306,0.159323,0.116285,
404,parabolic,0.0433199,0.0809757,0.107673,
405,Pd,0.0321735,0.0609522,0.0610283,
406,pdb,0.0285422,0.0498704,0.0591504,
407,pds,0.0312778,0.0498332,0.090274,
408,pesa,0.00877786,0.0139947,0.0154538,
409,PGP,0.00703565,0.0131189,0.0143655,
410,pkustk,0.0255914,0.0504176,0.0599154,
411,poisson3D,0.0270933,0.0394185,0.0742403,
412,poli3,0.00739453,0.0110657,0.0148567,
413,powersim,0.0041343,0.00833184,0.0123588,
414,pre2,0.0835049,0.132603,0.194726,
415,Pres,0.00581146,0.0107704,0.0160211,
416,psse2,0.00775402,0.0158821,0.0228509,
417,qa8fk,0.0228369,0.0394746,0.0591774,
418,rajat,0.0552665,0.0686441,0.112335,
419,Reuters,0.0248198,0.0486394,0.0517471,
420,RFdevice,0.0189734,0.0288587,0.0561112,
421,rgg,0.0261809,0.0491252,0.071861,
422,rim,0.00835734,0.0167643,0.0332407,
423,rma,0.0137331,0.0256683,0.0340096,
424,Rucci,0.204074,0.346854,0.432256,
425,s4dkt,0.0351403,0.0512853,0.0567344,
426,scfxm,0.0137962,0.0140462,0.0217024,
427,scircuit,0.0195455,0.040024,0.0587596,
428,shallow,0.0104881,0.0244518,0.0322424,
429,sherman,0.131523,0.131319,0.147685,
430,ship,0.0257216,0.0438785,0.0572274,
431,shock,0.0205405,0.033421,0.0424949,
432,shyy,0.0116166,0.0223865,0.037288,
433,skirt,0.00491104,0.0100074,0.0129613,
434,sme3D,0.0138997,0.0373335,0.0305298,
435,soc-sign,0.341426,0.0902414,0.644078,
436,sparsine,0.0222968,0.040299,0.0577183,
437,spmsrtls,0.010398,0.0185167,0.0195632,
438,std1_Jac3,0.022937,0.0444121,0.0585561,
439,stokes,0.0102293,0.0186156,0.0281355,
440,ted_A,0.00535174,0.00965235,0.0129358,
441,TF16,0.00947795,0.025477,0.0375565,
442,thermal,0.0124421,0.0220314,0.0356428,
443,therm,0.0155984,0.0264968,0.0395454,
444,tmt,0.0836479,0.158893,0.216952,
445,tomogra,0.0115108,0.0481338,0.0361378,
446,torso,0.0446809,0.073016,0.0974421,
447,Trec,0.032863,0.0,0.0,
448,Trefe,0.0146603,0.0202103,0.0230057,
449,TSOPF,0.206884,0.223457,0.219137,
450,us04,0.120294,0.175804,0.208261,
451,usroads,0.0162049,0.0246603,0.0415306,
452,venkat,0.0129627,0.0236747,0.0290922,
453,vibro,0.0113258,0.0129105,0.0221195,
454,plastic,0.00890432,0.0251995,0.030424,
455,rocks,0.00999024,0.01784,0.0329016,
456,wave3D,0.00783165,0.0157899,0.0225743,
457,wathen120,0.00836192,0.0197196,0.0241044,
458,water,0.0230175,0.0391931,0.0464988,
459,wang4,0.0135232,0.021159,0.0285712,
460,xenon,0.0347238,0.0563667,0.0868724,
461,Zhao,0.0120834,0.018741,0.0241951,
462,G67,0.00638102,0.0155687,0.015599,
463,af101,0.184764,0.28385,0.327835,
464,eco1,0.115437,0.197126,0.263115,
465,ibm18,0.0258747,0.0478406,0.0790496,
466,ibm17,0.0318476,0.0464912,0.0662061,
467,web1M,0.102689,0.183625,0.264608,
468,nl120,0.0,0.0,0.0,
469,sat_p,0.0,0.0,0.0,
470,wbedu,0.0,0.0,0.0,
471,Stanf,1.04922,1.45726,1.54762,
472,gene2,0.296215,0.353568,0.326774,
473,Hamr3,0.0889791,0.165774,0.219987,
474,StocF,0.177934,0.317248,0.56672,
475,lang,0.343968,0.431515,0.379839,
476,kron,0.361089,0.460513,0.542328,
477,case39,0.410857,0.406584,0.426826,
478,dac9,0.195219,0.359917,0.424632,
479,dac12,0.209525,0.419629,0.465419,
480,dac19,0.228982,0.433479,0.490453,
481,tran4,8.29849,8.42773,8.55809,
482,Cheb4,3.40771,3.38768,3.38065,
483,sat_d,0.0,0.0,0.0,
484,HV15R,0.0,0.0,0.0,
485,gupta2,0.137565,0.247852,0.330808,
486,ASIC,106.75,107.797,0.0,
487,ASIC320k,25.2768,26.0879,26.524,
488,wiki-Talk,2.55464,7.20114,12.4403,
489,com-Youtube,1.37678,1.59462,3.71982,
490,Freescal,0.17001,0.327342,0.435592,
491,roadNet-CA,0.0875953,0.165127,0.241188,
492,delaunay23,0.0,0.0,0.0,
493,coPapersDBLP,0.208171,1.70577,0.368725,
494,dc1,8.31539,8.5059,8.63208,
495,channel,0.0,0.0,0.0,
496,as-Skitter,1.57768,2.30664,1.71941,
497,ASIC_100k,6.33393,6.25143,6.53646,
498,dc2,8.31759,8.50351,8.64628,
499,tran5,8.33015,8.517,8.63332,
